,index,cardId,cardType,name,img,regulation,setNum,setCount,rarity,dexNum,dexClass,height,weight,dexDesc,author,desc,stage,hp,pType,ability,abilityDesc,waza1Cost,waza1Name,waza1Damage,waza1Desc,waza2Cost,waza2Name,waza2Damage,waza2Desc,GXCost,GXName,GXDamage,GXDesc,weakType,weakValue,resistType,resistValue,escape,spRule
6403,7027,37027,pokemon,モグリュー,/assets/images/card_images/large/SM11b/037027_P_MOGURYU.jpg,SM11b,30,49,rare_c_c,529,もぐらポケモン,0.3,8.5,両手の ツメを 重ね合わせて 体を 高速 回転させると 猛スピードで 地中を 進む。,Suwama Chiaki,,たね,70,['fighting'],,,['none'],たがやす,,自分のトラッシュにある好きなカードを1枚、相手に見せてから、山札にもどして切る。,['fighting'],どろかけ,10,,,,,,grass,×2,,,2,
6404,7028,37028,pokemon,ドリュウズ,/assets/images/card_images/large/SM11b/037028_P_DORYUUZU.jpg,SM11b,31,49,rare_r_c,530,ちていポケモン,0.7,40.4,鋼に 進化した ドリルは 鉄板を つらぬく 破壊力。 トンネル工事で 大活躍する。,SATOSHI NAKAI,,1 進化,140,['fighting'],,,['fighting'],どたんばタックル,30＋,自分の山札の残り枚数が3枚以下なら、150ダメージ追加。,['fighting'],ドリルバズーカ,120,自分の山札を上から4枚トラッシュする。,,,,,grass,×2,,,4,
6405,7029,37029,pokemon,ガマガル,/assets/images/card_images/large/SM11b/037029_P_GAMAGARU.jpg,SM11b,32,49,rare_c_c,536,しんどうポケモン,0.8,17.0,頭の コブを 振動させると 水中が 波立つ だけでなく 地面も 地震のように 揺れる。,Ken Sugimori,,1 進化,90,['fighting'],,,['fighting'],ミニじしん,60,自分のベンチポケモン全員にも、それぞれ10ダメージ。［ベンチは弱点・抵抗力を計算しない。］,,,,,,,,,grass,×2,,,2,
6406,7030,37030,pokemon,ガマゲロゲ,/assets/images/card_images/large/SM11b/037030_P_GAMAGEROGE.jpg,SM11b,33,49,rare_u_c,537,しんどうポケモン,1.5,62.0,こぶしの コブを 振動させると パンチの 威力が 倍増する。 一撃で 大岩を 粉砕。,Shigenori Negishi,,2 進化,160,['fighting'],じならし,自分の番に1回使える。自分の山札から好きなカードを1枚選ぶ。残りの山札を切り、選んだカードを山札の上にもどす。,"['fighting', 'none', 'none', 'none']",わななくこぶし,80＋,自分のベンチのダメカンがのっているポケモンの数×30ダメージ追加。,,,,,,,,,grass,×2,,,3,
6407,7031,37031,pokemon,ハガネール,/assets/images/card_images/large/SM11b/037031_P_HAGANERU.jpg,SM11b,34,49,rare_r_c,208,てつへびポケモン,9.2,400.0,地中の 高い 圧力と 熱で 鍛えられた 体は あらゆる 金属よりも 硬い。,KEIICHIRO ITO,,1 進化,170,['steel'],,,"['none', 'none']",どっすんフォール,50×,自分の手札にあるにげるためのエネルギーが4個のポケモンを好きなだけトラッシュし、その枚数×50ダメージ。,"['steel', 'none', 'none', 'none']",アイアンテール,100×,ウラが出るまでコインを投げ、オモテの数×100ダメージ。,,,,,fire,×2,psychic,－20,4,
6408,7032,37032,pokemon,ピッピ,/assets/images/card_images/large/SM11b/037032_P_PIPPI.jpg,SM11b,35,49,rare_u_c,35,ようせいポケモン,0.6,7.5,人気だが 数が 少ないので 貴重。 むやみに 見せびらかすと 泥棒に 狙われるぞ。,Mina Nakai,,たね,50,['fairy'],,,"['none', 'none', 'none']",にんぎょうへんげ,60,このポケモンと、ついているすべてのカードを、手札にもどす。その後、のぞむなら、自分の手札にある「リーリエのピッピ人形」を直接バトル場に出す。,,,,,,,,,steel,×2,dark,－20,1,
6409,7033,37033,pokemon,レシラム&ゼクロムGX,/assets/images/card_images/large/SM11b/037033_P_RESHIRAMUZEKUROMUGX.jpg,SM11b,36,49,rare_rr,,,,,,Naoki Saito,,たね,270,['dragon'],,,"['fire', 'electric']",らいえんむそう,90×,自分のベンチポケモンについているfireとelectricタイプの基本エネルギーを3枚までトラッシュし、その枚数×90ダメージ。,"['fire', 'fire', 'electric', 'electric', 'plus']",クロスブレイクGX,,相手のベンチポケモン1匹に、170ダメージ。追加でこの番、手札から「Nの覚悟」を出して使っていたなら、相手の別のベンチポケモン1匹にも、170ダメージ。［ベンチは弱点・抵抗力を計算しない。］［対戦中、自分はGXワザを1回しか使えない。］,"['fire', 'fire', 'electric', 'electric', 'plus']",クロスブレイクGX,,相手のベンチポケモン1匹に、170ダメージ。追加でこの番、手札から「Nの覚悟」を出して使っていたなら、相手の別のベンチポケモン1匹にも、170ダメージ。［ベンチは弱点・抵抗力を計算しない。］［対戦中、自分はGXワザを1回しか使えない。］,fairy,×2,,,3,TAG TEAMがきぜつしたとき、相手はサイドを3枚とる。
6410,7034,37034,pokemon,ヨーテリー,/assets/images/card_images/large/SM11b/037034_P_YOTERI.jpg,SM11b,37,49,rare_c_c,506,こいぬポケモン,0.4,4.1,判断力に 優れた ポケモン。 勝てない 相手と 判断したら さっさと シッポを 巻いて 逃げる。,Sekio,,たね,60,['none'],,,['none'],つぶらなひとみ,,次の相手の番、このワザを受けたポケモンは、にげられない。,"['none', 'none', 'none']",たいあたり,40,,,,,,fighting,×2,,,1,
6411,7035,37035,pokemon,ハーデリア,/assets/images/card_images/large/SM11b/037035_P_HADERIA.jpg,SM11b,38,49,rare_c_c,507,ちゅうけんポケモン,0.9,14.7,黒い 体毛は 育つほど 硬く 丈夫に なって ツメや キバも 簡単には 通さないぞ。,Shigenori Negishi,,1 進化,100,['none'],,,['none'],ふるいたてる,,次の自分の番、このポケモンが使うワザの、相手のバトルポケモンへのダメージは「+60」される。,"['none', 'none', 'none']",とびだしヘッド,60,,,,,,fighting,×2,,,2,
6412,7036,37036,pokemon,ムーランド,/assets/images/card_images/large/SM11b/037036_P_MURANDO.jpg,SM11b,39,49,rare_r_c,508,かんだいポケモン,1.2,61.0,長く 暖かい 毛の おかげで 寒さは へっちゃら。 アローラの ムーランドは 少し 苦しそうだ。,Masakazu Fukuda,,2 進化,150,['none'],ガウガウバーク,自分の番に、このカードを手札から出して進化させたときと、このポケモンがバトル場で相手のワザのダメージを受けてきぜつしたとき、それぞれ1回使える。相手のバトルポケモンについているエネルギーを、1個トラッシュする。,"['none', 'none', 'none']",かけぬける,110,相手のベンチポケモン1匹にも、30ダメージ。［ベンチは弱点・抵抗力を計算しない。］,,,,,,,,,fighting,×2,,,3,
6413,7037,37037,pokemon,タイプ：ヌル,/assets/images/card_images/large/SM11b/037037_P_TAIPUNURU.jpg,SM11b,40,49,rare_c_c,772,じんこうポケモン,1.9,120.5,ある任務の ために 開発された ポケモン兵器。 実験中に 暴走した ため 凍結された。,KEIICHIRO ITO,,たね,110,['none'],,,"['none', 'none']",エアスラッシュ,50,このポケモンについているエネルギーを、1個トラッシュする。,,,,,,,,,fighting,×2,,,2,
6414,7038,37038,pokemon,シルヴァディGX,/assets/images/card_images/large/SM11b/037038_P_SHIRUVADEIGX.jpg,SM11b,41,49,rare_rr,,,,,,Megumi Mizutani,,1 進化,210,['none'],ディスクリロード,自分の番に1回使える。自分の手札が5枚になるように、山札を引く。,"['none', 'none']",バディブレイブ,50＋,この番、手札からサポートを出して使っていたなら、70ダメージ追加。,"['none', 'none']",ホワイトナイトGX,,相手のバトルポケモンが「ウルトラビースト」なら、そのポケモンをきぜつさせる。［対戦中、自分はGXワザを1回しか使えない。］,"['none', 'none']",ホワイトナイトGX,,相手のバトルポケモンが「ウルトラビースト」なら、そのポケモンをきぜつさせる。［対戦中、自分はGXワザを1回しか使えない。］,fighting,×2,,,2,ポケモンGXがきぜつしたとき、相手はサイドを2枚とる。
6415,7039,37039,グッズ,スイレンのつりざお,/assets/images/card_images/large/SM11b/037039_T_SUIRENNOTSURIZAO.jpg,SM11b,42,49,rare_u_c,,,,,,Eske Yoshinob,自分のトラッシュにあるポケモンと「ポケモンのどうぐ」を1枚ずつ、相手に見せてから、山札にもどして切る。,,,,,,,,,,,,,,,,,,,,,,,
6416,7040,37040,グッズ,リーリエのピッピ人形,/assets/images/card_images/large/SM11b/037040_T_RIRIENOPIPPININGYOU.jpg,SM11b,43,49,rare_u_c,,,,,,Studio Bora Inc.,"このカードは、HP30のnoneタイプのたねポケモンとして、場に出すことができる。
自分の番の中でなら、バトル場に出ているこのカードを山札の下にもどしてよい。（ついているカードは、すべてトラッシュする。）

このカードは、にげられない。このカードがきぜつしても、相手はサイドをとれない。",,,,,,,,,,,,,,,,,,,,,,,
6417,7041,37041,サポート,イツキ,/assets/images/card_images/large/SM11b/037041_T_ITSUKI.jpg,SM11b,44,49,rare_u_c,,,,,,Ken Sugimori,この番、このカードを使ったあとに、ワザ・特性・トレーナーズの効果で自分が次に投げるコインは、最初の1回だけ、オモテかウラか選べる。,,,,,,,,,,,,,,,,,,,,,,,
6418,7042,37042,サポート,Nの覚悟,/assets/images/card_images/large/SM11b/037042_T_NNOKAKUGO.jpg,SM11b,45,49,rare_u_c,,,,,,Ryuta Fuse,自分の山札を上から6枚トラッシュし、その中にある基本エネルギーをすべて、自分のベンチのdragonポケモン1匹につける。,,,,,,,,,,,,,,,,,,,,,,,
6419,7043,37043,サポート,ホミカ,/assets/images/card_images/large/SM11b/037043_T_HOMIKA.jpg,SM11b,46,49,rare_u_c,,,,,,Yusuke Ohmura,自分の手札にあるポケモン（「ポケモンGX・EX」をのぞく）を2枚までトラッシュし、その枚数×3枚、自分の山札を引く。,,,,,,,,,,,,,,,,,,,,,,,
6420,7044,37044,サポート,メイ,/assets/images/card_images/large/SM11b/037044_T_MEI.jpg,SM11b,47,49,rare_r_c,,,,,,Yusuke Ohmura,"このカードは、前の相手の番に、自分のポケモンがきぜつしていなければ使えない。

自分の山札にあるポケモン・トレーナーズ・基本エネルギーを1枚ずつ、相手に見せてから、手札に加える。そして山札を切る。",,,,,,,,,,,,,,,,,,,,,,,
6421,7045,37045,サポート,ヤーコン,/assets/images/card_images/large/SM11b/037045_T_YAKON.jpg,SM11b,48,49,rare_u_c,,,,,,Yusuke Ohmura,自分の山札を上から7枚トラッシュし、その中にあるグッズをすべて、相手に見せてから、手札に加える。,,,,,,,,,,,,,,,,,,,,,,,
6422,7046,37046,サポート,リーリエの全力,/assets/images/card_images/large/SM11b/037046_T_RIRIENOZENRYOKU.jpg,SM11b,49,49,rare_u_c,,,,,,kodama,自分の山札を4枚引く。このカードを使った番の終わりに、自分の手札が3枚以上あるなら、その手札が2枚になるように、山札にもどして切る。,,,,,,,,,,,,,,,,,,,,,,,
6423,7047,37047,pokemon,フシギバナ&ツタージャGX,/assets/images/card_images/large/SM11a/037047_P_FUSHIGIBANATSUTAJAGX.jpg,SM11a,65,64,rare_sr_c,,,,,,5ban Graphics,,たね,270,['grass'],かがやくつる,自分の番に、このポケモンがバトル場にいるなら、自分の手札からgrassエネルギーをこのポケモンにつけるたび、1回使える。相手のベンチポケモンを1匹選び、バトルポケモンと入れ替える。,"['grass', 'none', 'none', 'none']",フォレストダンプ,160,,"['none', 'none', 'none', 'plus']",ソーラープラントGX,,相手のポケモン全員に、それぞれ50ダメージ。追加でエネルギーが2個ついているなら、自分のポケモン全員のHPを、すべて回復する。［ベンチは弱点・抵抗力を計算しない。］［対戦中、自分はGXワザを1回しか使えない。］,"['none', 'none', 'none', 'plus']",ソーラープラントGX,,相手のポケモン全員に、それぞれ50ダメージ。追加でエネルギーが2個ついているなら、自分のポケモン全員のHPを、すべて回復する。［ベンチは弱点・抵抗力を計算しない。］［対戦中、自分はGXワザを1回しか使えない。］,fire,×2,,,3,TAG TEAMがきぜつしたとき、相手はサイドを3枚とる。
6424,7048,37048,pokemon,フシギバナ&ツタージャGX,/assets/images/card_images/large/SM11a/037048_P_FUSHIGIBANATSUTAJAGX.jpg,SM11a,66,64,rare_sr_c,,,,,,Yuka Morii,,たね,270,['grass'],かがやくつる,自分の番に、このポケモンがバトル場にいるなら、自分の手札からgrassエネルギーをこのポケモンにつけるたび、1回使える。相手のベンチポケモンを1匹選び、バトルポケモンと入れ替える。,"['grass', 'none', 'none', 'none']",フォレストダンプ,160,,"['none', 'none', 'none', 'plus']",ソーラープラントGX,,相手のポケモン全員に、それぞれ50ダメージ。追加でエネルギーが2個ついているなら、自分のポケモン全員のHPを、すべて回復する。［ベンチは弱点・抵抗力を計算しない。］［対戦中、自分はGXワザを1回しか使えない。］,"['none', 'none', 'none', 'plus']",ソーラープラントGX,,相手のポケモン全員に、それぞれ50ダメージ。追加でエネルギーが2個ついているなら、自分のポケモン全員のHPを、すべて回復する。［ベンチは弱点・抵抗力を計算しない。］［対戦中、自分はGXワザを1回しか使えない。］,fire,×2,,,3,TAG TEAMがきぜつしたとき、相手はサイドを3枚とる。
6425,7049,37049,pokemon,リザードン&テールナーGX,/assets/images/card_images/large/SM11a/037049_P_RIZADONTERUNAGX.jpg,SM11a,67,64,rare_sr_c,,,,,,5ban Graphics,,たね,270,['fire'],,,"['fire', 'fire', 'fire', 'none']",シャイニーフレア,180,のぞむなら、自分の山札にある好きなカードを3枚まで、手札に加える。そして山札を切る。,"['fire', 'plus']",ぐれんのひばしらGX,,自分のトラッシュにある基本エネルギーを5枚、自分のポケモンに好きなようにつける。追加でエネルギーが1個ついているなら、相手のバトルポケモンをやけどとこんらんにする。［対戦中、自分はGXワザを1回しか使えない。］,"['fire', 'plus']",ぐれんのひばしらGX,,自分のトラッシュにある基本エネルギーを5枚、自分のポケモンに好きなようにつける。追加でエネルギーが1個ついているなら、相手のバトルポケモンをやけどとこんらんにする。［対戦中、自分はGXワザを1回しか使えない。］,water,×2,,,3,TAG TEAMがきぜつしたとき、相手はサイドを3枚とる。
6426,7050,37050,pokemon,リザードン&テールナーGX,/assets/images/card_images/large/SM11a/037050_P_RIZADONTERUNAGX.jpg,SM11a,68,64,rare_sr_c,,,,,,Kagemaru Himeno,,たね,270,['fire'],,,"['fire', 'fire', 'fire', 'none']",シャイニーフレア,180,のぞむなら、自分の山札にある好きなカードを3枚まで、手札に加える。そして山札を切る。,"['fire', 'plus']",ぐれんのひばしらGX,,自分のトラッシュにある基本エネルギーを5枚、自分のポケモンに好きなようにつける。追加でエネルギーが1個ついているなら、相手のバトルポケモンをやけどとこんらんにする。［対戦中、自分はGXワザを1回しか使えない。］,"['fire', 'plus']",ぐれんのひばしらGX,,自分のトラッシュにある基本エネルギーを5枚、自分のポケモンに好きなようにつける。追加でエネルギーが1個ついているなら、相手のバトルポケモンをやけどとこんらんにする。［対戦中、自分はGXワザを1回しか使えない。］,water,×2,,,3,TAG TEAMがきぜつしたとき、相手はサイドを3枚とる。
6427,7051,37051,pokemon,カメックス&ポッチャマGX,/assets/images/card_images/large/SM11a/037051_P_KAMEKKUSUPOCCHAMAGX.jpg,SM11a,69,64,rare_sr_c,,,,,,5ban Graphics,,たね,270,['water'],,,"['water', 'water', 'none']",スプラッシュメーカー,150,のぞむなら、自分の手札にあるwaterエネルギーを3枚まで、自分のポケモンに好きなようにつける。その後、つけたポケモンのHPを、それぞれつけた枚数×50ダメージぶん回復する。,"['water', 'water', 'none', 'plus']",バブルランチャーGX,100＋,相手のバトルポケモンをマヒにする。追加でwaterエネルギーが3個ついているなら、150ダメージ追加。［対戦中、自分はGXワザを1回しか使えない。］,"['water', 'water', 'none', 'plus']",バブルランチャーGX,100＋,相手のバトルポケモンをマヒにする。追加でwaterエネルギーが3個ついているなら、150ダメージ追加。［対戦中、自分はGXワザを1回しか使えない。］,grass,×2,,,3,TAG TEAMがきぜつしたとき、相手はサイドを3枚とる。
6428,7052,37052,pokemon,カメックス&ポッチャマGX,/assets/images/card_images/large/SM11a/037052_P_KAMEKKUSUPOCCHAMAGX.jpg,SM11a,70,64,rare_sr_c,,,,,,Akira Komayama,,たね,270,['water'],,,"['water', 'water', 'none']",スプラッシュメーカー,150,のぞむなら、自分の手札にあるwaterエネルギーを3枚まで、自分のポケモンに好きなようにつける。その後、つけたポケモンのHPを、それぞれつけた枚数×50ダメージぶん回復する。,"['water', 'water', 'none', 'plus']",バブルランチャーGX,100＋,相手のバトルポケモンをマヒにする。追加でwaterエネルギーが3個ついているなら、150ダメージ追加。［対戦中、自分はGXワザを1回しか使えない。］,"['water', 'water', 'none', 'plus']",バブルランチャーGX,100＋,相手のバトルポケモンをマヒにする。追加でwaterエネルギーが3個ついているなら、150ダメージ追加。［対戦中、自分はGXワザを1回しか使えない。］,grass,×2,,,3,TAG TEAMがきぜつしたとき、相手はサイドを3枚とる。
6429,7053,37053,pokemon,アローラペルシアンGX,/assets/images/card_images/large/SM11a/037053_P_ARORAPERUSHIANGX.jpg,SM11a,71,64,rare_sr_c,,,,,,PLANETA Tsuji,,1 進化,200,['dark'],ドヤがお,このポケモンは、相手の「TAG TEAM」「ウルトラビースト」と、特殊エネルギーがついている相手のポケモンから、ワザのダメージや効果を受けない。,"['dark', 'none', 'none']",ツメできりさく,120,,"['dark', 'none', 'none']",ストーククローGX,,相手のポケモン1匹に、120ダメージ。このワザのダメージは、弱点・抵抗力と、ダメージを受けるポケモンにかかっている効果を計算しない。［対戦中、自分はGXワザを1回しか使えない。］,"['dark', 'none', 'none']",ストーククローGX,,相手のポケモン1匹に、120ダメージ。このワザのダメージは、弱点・抵抗力と、ダメージを受けるポケモンにかかっている効果を計算しない。［対戦中、自分はGXワザを1回しか使えない。］,fighting,×2,psychic,－20,2,ポケモンGXがきぜつしたとき、相手はサイドを2枚とる。
6430,7054,37054,サポート,オーキド博士のセッティング,/assets/images/card_images/large/SM11a/037054_T_OKIDOHAKASENOSETTEINGU.jpg,SM11a,72,64,rare_sr_c,,,,,,Nabana Kensaku,自分の山札にある、それぞれちがうタイプのポケモンを3枚まで、ベンチに出す。そして山札を切る。,,,,,,,,,,,,,,,,,,,,,,,
6431,7055,37055,サポート,ローラースケーター,/assets/images/card_images/large/SM11a/037055_T_RORASUKETA.jpg,SM11a,73,64,rare_sr_c,,,,,,nagimiso,自分の手札を1枚トラッシュする。その後、山札を2枚引く。トラッシュしたカードがエネルギーなら、さらに2枚引く。,,,,,,,,,,,,,,,,,,,,,,,
6432,7056,37056,pokemon,ピカチュウ,/assets/images/card_images/large/SMP/037056_P_PIKACHUU.jpg,SMP,376,M-P,,25,ねずみポケモン,0.4,6.0,電気を 溜める 性質。 時々 思い切り 放電 しないと ストレスを 感じる。,Aya Kusube,,たね,70,['electric'],,,"['electric', 'none']",でんげき,40,このポケモンにも20ダメージ。,,,,,,,,,fighting,×2,steel,－20,1,
6433,7057,37057,pokemon,ピカチュウ,/assets/images/card_images/large/SMP/037057_P_PIKACHUU.jpg,SMP,377,M-P,,25,ねずみポケモン,0.4,6.0,電気を 溜める 性質。 時々 思い切り 放電 しないと ストレスを 感じる。,Aya Kusube,,たね,70,['electric'],,,"['electric', 'none']",でんげき,40,このポケモンにも20ダメージ。,,,,,,,,,fighting,×2,steel,－20,1,
6434,7058,37058,pokemon,イーブイ,/assets/images/card_images/large/SMP/037058_P_IBUI.jpg,SMP,378,M-P,,133,しんかポケモン,0.3,6.5,今 現在の 調査では なんと ８種類もの ポケモンへ 進化する 可能性を 持つ。,Atsuko Nishida,,たね,60,['none'],,,['none'],かじる,20,,,,,,,,,,fighting,×2,,,1,
6435,7059,37059,pokemon,アローラロコン,/assets/images/card_images/large/SMP/037059_P_ARORAROKON.jpg,SMP,379,M-P,,37,きつねポケモン,0.6,9.9,暑いときには ６本の 尻尾で 氷の礫を 作り あたりに ばらまいて 身体を 冷やす。,Naoyo Kimura,,たね,60,['water'],ひみつのうらみち,自分の場にfairyポケモンがいるなら、このポケモンのにげるためのエネルギーは、すべてなくなる。,"['none', 'none']",かじる,20,,,,,,,,,,steel,×2,,,1,
6436,7060,37060,基本エネルギー,基本【水】エネルギー,/assets/images/card_images/large/SMP/037060_E_KIHONMIZUENERUGI.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6437,7062,37062,pokemon,ピッピ,/assets/images/card_images/large/SMP/037062_P_PIPPI.jpg,SMP,381,M-P,,35,ようせいポケモン,0.6,7.5,人気だが 数が 少ないので 貴重。 むやみに 見せびらかすと 泥棒に 狙われるぞ。,Sanosuke Sakuma,,たね,50,['fairy'],,,"['none', 'none', 'none']",にんぎょうへんげ,60,このポケモンと、ついているすべてのカードを、手札にもどす。その後、のぞむなら、自分の手札にある「リーリエのピッピ人形」を直接バトル場に出す。,,,,,,,,,steel,×2,dark,－20,1,
6438,7063,37063,pokemon,海で遊ぶピカチュウ,/assets/images/card_images/large/SMP/037063_P_UMIDEASOBUPIKACHUU.jpg,SMP,392,M-P,,25,ねずみポケモン,0.4,6.0,電気を ため込む 性質。 ピカチュウが 群れて 暮らす 森は 落雷が 絶えず 危険だ。,Kouki Saitou,,たね,60,['electric'],,,['electric'],バチバチ,10,,"['none', 'none', 'none']",サマーウェーブ,30,コインを1回投げオモテなら、次の相手の番、このポケモンはワザのダメージや効果を受けない。,,,,,fighting,×2,steel,－20,1,
6439,7064,37064,pokemon,ピカチュウGX,/assets/images/card_images/large/SMP/037064_P_PIKACHUUGX.jpg,SMP,393,M-P,,,,,,,aky CG Works,,たね,160,['electric'],,,['none'],こうそくいどう,20,コインを1回投げオモテなら、次の相手の番、このポケモンはワザのダメージや効果を受けない。,"['electric', 'electric', 'none']",ボルテッカー,150,このポケモンにも30ダメージ。,"['electric', 'electric', 'none']",ブレイクテールGX,100,相手のバトルポケモンをマヒにする。［対戦中、自分はGXワザを1回しか使えない。］,fighting,×2,steel,－20,1,ポケモンGXがきぜつしたとき、相手はサイドを2枚とる。
6440,7065,37065,pokemon,ヒマナッツ,/assets/images/card_images/large/SM12/037065_P_HIMANATTSU.jpg,SM12,1,95,rare_c_c,191,たねポケモン,0.3,1.8,ある朝 突然 降ってくる。 オニスズメに 襲われると 葉っぱを 激しく 振って 追い払う。,0313,,たね,50,['grass'],,,['grass'],やどりぎのタネ,10,このポケモンのHPを「10」回復する。,,,,,,,,,fire,×2,,,1,
6441,7066,37066,pokemon,キマワリ,/assets/images/card_images/large/SM12/037066_P_KIMAWARI.jpg,SM12,2,95,rare_u_c,192,たいようポケモン,0.8,8.5,暑い 季節が 近づくと 顔の 花びらは 鮮やかになり 活発に 動くようになる。,Yumi,,1 進化,90,['grass'],,,"['none', 'none']",サンパワー,,次の自分の番、grassまたはfireポケモンが使うワザに必要なエネルギーは、すべてなくなる。（新しく出したポケモンも含む。）,"['grass', 'none', 'none']",ソーラービーム,80,,,,,,fire,×2,,,1,
6442,7067,37067,pokemon,リリーラ,/assets/images/card_images/large/SM12/037067_P_RIRIRA.jpg,SM12,3,95,rare_c_c,345,ウミユリポケモン,1.0,23.8,古代の 暖かい 海に いた。 海草に 化け 獲物を 待ち伏せ 近寄ったところを 丸呑みにする。,Misa Tsutsui,,1 進化,90,['grass'],,,['grass'],あやしいひかり,,相手のバトルポケモンをこんらんにする。,"['grass', 'none', 'none']",タネばくだん,60,,,,,,fire,×2,,,2,
6443,7068,37068,pokemon,ユレイドル,/assets/images/card_images/large/SM12/037068_P_YUREIDORU.jpg,SM12,4,95,rare_u_c,346,いわつぼポケモン,1.5,60.4,普段は 浅瀬の 海底に 棲み 潮が 引くと そのまま 陸に あがって 獲物を 探していた。,otumami,,2 進化,150,['grass'],ゆらゆらしばり,このポケモンがいるかぎり、相手の特殊状態のポケモンは、にげられない。,"['grass', 'none', 'none']",どくのしょくしゅ,110,相手のバトルポケモンをどくにする。,,,,,,,,,fire,×2,,,3,
6444,7069,37069,pokemon,コロボーシ,/assets/images/card_images/large/SM12/037069_P_KOROBOSHI.jpg,SM12,5,95,rare_c_c,401,こおろぎポケモン,0.3,2.2,触角を ぶつけ合って 鳴らす 音で 仲間と 会話をする。 音色は 秋の 夜の 風物詩。,Ken Sugimori,,たね,60,['grass'],,,['none'],もってくる,,自分の山札を1枚引く。,['grass'],むしくい,10,,,,,,fire,×2,,,1,
6445,7070,37070,pokemon,コロトック,/assets/images/card_images/large/SM12/037070_P_KOROTOKKU.jpg,SM12,6,95,rare_u_c,402,こおろぎポケモン,1.0,25.5,鳴くときは ナイフのような 腕を 胸の 前で 交差させる。 即興で メロディを 作る。,Anesaki Dynamic,,1 進化,100,['grass'],,,['grass'],きままなえんそう,30＋,自分の手札が1枚なら、100ダメージ追加。3枚なら、相手のバトルポケモンをこんらんにする。6枚なら、相手のベンチポケモン全員にも、それぞれ30ダメージ。［ベンチは弱点・抵抗力を計算しない。］,,,,,,,,,fire,×2,,,2,
6446,7071,37071,pokemon,モクロー,/assets/images/card_images/large/SM12/037071_P_MOKURO.jpg,SM12,7,95,rare_c_c,722,くさばねポケモン,0.3,1.5,刃物の ように 鋭い 羽を 飛ばして 攻撃。 足の力も 強く キックも 侮れないのだ。,Yuka Morii,,たね,50,['grass'],,,['grass'],かくれんぼ,,コインを1回投げオモテなら、次の相手の番、このポケモンはワザのダメージや効果を受けない。,"['none', 'none']",たいあたり,30,,,,,,fire,×2,,,1,
6447,7072,37072,pokemon,モクロー,/assets/images/card_images/large/SM12/037072_P_MOKURO.jpg,SM12,8,95,rare_c_c,722,くさばねポケモン,0.3,1.5,刃物の ように 鋭い 羽を 飛ばして 攻撃。 足の力も 強く キックも 侮れないのだ。,Saya Tsuruta,,たね,60,['grass'],,,['grass'],ちょくげきひこう,,相手のポケモン1匹に、10ダメージ。［ベンチは弱点・抵抗力を計算しない。］,,,,,,,,,fire,×2,,,1,
6448,7073,37073,pokemon,フクスロー,/assets/images/card_images/large/SM12/037073_P_FUKUSURO.jpg,SM12,9,95,rare_c_c,723,はばねポケモン,0.7,16.0,ナルシストで 綺麗好き。 マメに お手入れ してあげないと いうことを 聞かなく なることも。,Akira Komayama,,1 進化,80,['grass'],,,['grass'],このは,20,,"['none', 'none']",つばさではじく,30,相手のバトルポケモンをベンチポケモンと入れ替える。［バトル場に出すポケモンは相手が選ぶ。］,,,,,fire,×2,,,1,
6449,7074,37074,pokemon,ジュナイパー,/assets/images/card_images/large/SM12/037074_P_JUNAIPA.jpg,SM12,10,95,rare_r_c,724,やばねポケモン,1.6,36.6,矢羽を つがえ 相手に 放つ。 絶対 外せない時は 頭の ツルを引き 集中 するのだ。,kawayoo,,2 進化,140,['grass'],,,['grass'],ねらいうち,,相手のポケモン1匹に、40ダメージ。［ベンチは弱点・抵抗力を計算しない。］,"['none', 'none']",トラッキングシュート,80,ダメカンがのっている相手のベンチポケモン1匹にも、80ダメージ。［ベンチは弱点・抵抗力を計算しない。］,,,,,fire,×2,,,1,
6450,7075,37075,pokemon,マッシブーン,/assets/images/card_images/large/SM12/037075_P_MASSHIBUN.jpg,SM12,11,95,rare_r_c,794,ぼうちょうポケモン,2.4,333.6,この世界では 異質で 危険だが 本来 棲んでいる 世界では 普通に 見かける 生物らしい。,Anesaki Dynamic,,たね,130,['grass'],ビーストブースト,このポケモンが使うワザの、相手のバトルポケモンへのダメージは、自分がすでにとったサイド1枚につき「+20」される。,"['grass', 'none']",タッチダウン,60,このポケモンのHPを「30」回復する。,,,,,,,,,fire,×2,,,2,
6451,7076,37076,pokemon,メラルバ,/assets/images/card_images/large/SM12/037076_P_MERARUBA.jpg,SM12,12,95,rare_c_c,636,たいまつポケモン,1.1,28.8,５本のツノから 炎を 吹きだし 相手と 戦う。 その温度は 最大で ３０００度に 達する。,Midori Harada,,たね,80,['fire'],,,['none'],ぶつかる,10,,"['fire', 'fire', 'none']",かえん,50,,,,,,water,×2,,,3,
